B_Age,B_Height,B_HomeTown,B_ID,B_Location,B_Name,B_Weight,winby,winner,B__Round1_Grappling_Reversals_Landed,B__Round1_Grappling_Standups_Landed,B__Round1_Grappling_Submissions_Attempts,B__Round1_Grappling_Takedowns_Attempts,B__Round1_Grappling_Takedowns_Landed,B__Round1_Strikes_Body Significant Strikes_Attempts,B__Round1_Strikes_Body Significant Strikes_Landed,B__Round1_Strikes_Body Total Strikes_Attempts,B__Round1_Strikes_Body Total Strikes_Landed,B__Round1_Strikes_Clinch Body Strikes_Attempts,B__Round1_Strikes_Clinch Body Strikes_Landed,B__Round1_Strikes_Clinch Head Strikes_Attempts,B__Round1_Strikes_Clinch Head Strikes_Landed,B__Round1_Strikes_Clinch Leg Strikes_Attempts,B__Round1_Strikes_Clinch Leg Strikes_Landed,B__Round1_Strikes_Clinch Significant Kicks_Attempts,B__Round1_Strikes_Clinch Significant Kicks_Landed,B__Round1_Strikes_Clinch Significant Punches_Attempts,B__Round1_Strikes_Clinch Significant Punches_Landed,B__Round1_Strikes_Clinch Significant Strikes_Attempts,B__Round1_Strikes_Clinch Significant Strikes_Landed,B__Round1_Strikes_Clinch Total Strikes_Attempts,B__Round1_Strikes_Clinch Total Strikes_Landed,B__Round1_Strikes_Distance Body Kicks_Attempts,B__Round1_Strikes_Distance Body Kicks_Landed,B__Round1_Strikes_Distance Body Punches_Attempts,B__Round1_Strikes_Distance Body Punches_Landed,B__Round1_Strikes_Distance Body Strikes_Attempts,B__Round1_Strikes_Distance Body Strikes_Landed,B__Round1_Strikes_Distance Head Kicks_Attempts,B__Round1_Strikes_Distance Head Kicks_Landed,B__Round1_Strikes_Distance Head Punches_Attempts,B__Round1_Strikes_Distance Head Punches_Landed,B__Round1_Strikes_Distance Head Strikes_Attempts,B__Round1_Strikes_Distance Head Strikes_Landed,B__Round1_Strikes_Distance Leg Kicks_Attempts,B__Round1_Strikes_Distance Leg Kicks_Landed,B__Round1_Strikes_Distance Leg Strikes_Attempts,B__Round1_Strikes_Distance Leg Strikes_Landed,B__Round1_Strikes_Distance Strikes_Attempts,B__Round1_Strikes_Distance Strikes_Landed,B__Round1_Strikes_Ground Body Strikes_Attempts,B__Round1_Strikes_Ground Body Strikes_Landed,B__Round1_Strikes_Ground Head Strikes_Attempts,B__Round1_Strikes_Ground Head Strikes_Landed,B__Round1_Strikes_Ground Leg Strikes_Attempts,B__Round1_Strikes_Ground Leg Strikes_Landed,B__Round1_Strikes_Ground Significant Kicks_Attempts,B__Round1_Strikes_Ground Significant Kicks_Landed,B__Round1_Strikes_Ground Significant Punches_Attempts,B__Round1_Strikes_Ground Significant Punches_Landed,B__Round1_Strikes_Ground Significant Strikes_Attempts,B__Round1_Strikes_Ground Significant Strikes_Landed,B__Round1_Strikes_Ground Total Strikes_Attempts,B__Round1_Strikes_Ground Total Strikes_Landed,B__Round1_Strikes_Head Significant Strikes_Attempts,B__Round1_Strikes_Head Significant Strikes_Landed,B__Round1_Strikes_Head Total Strikes_Attempts,B__Round1_Strikes_Head Total Strikes_Landed,B__Round1_Strikes_Kicks_Attempts,B__Round1_Strikes_Kicks_Landed,B__Round1_Strikes_Knock Down_Landed,B__Round1_Strikes_Leg Total Strikes_Attempts,B__Round1_Strikes_Leg Total Strikes_Landed,B__Round1_Strikes_Legs Significant Strikes_Attempts,B__Round1_Strikes_Legs Significant Strikes_Landed,B__Round1_Strikes_Legs Total Strikes_Attempts,B__Round1_Strikes_Legs Total Strikes_Landed,B__Round1_Strikes_Punches_Attempts,B__Round1_Strikes_Punches_Landed,B__Round1_Strikes_Significant Strikes_Attempts,B__Round1_Strikes_Significant Strikes_Landed,B__Round1_Strikes_Total Strikes_Attempts,B__Round1_Strikes_Total Strikes_Landed,R__Round5_Grappling_Reversals_Landed,R__Round5_Grappling_Standups_Landed,R__Round5_Grappling_Submissions_Attempts,R__Round5_Grappling_Takedowns_Attempts,R__Round5_Grappling_Takedowns_Landed,R__Round5_Strikes_Body Significant Strikes_Attempts,R__Round5_Strikes_Body Significant Strikes_Landed,R__Round5_Strikes_Body Total Strikes_Attempts,R__Round5_Strikes_Body Total Strikes_Landed,R__Round5_Strikes_Clinch Body Strikes_Attempts,R__Round5_Strikes_Clinch Body Strikes_Landed,R__Round5_Strikes_Clinch Head Strikes_Attempts,R__Round5_Strikes_Clinch Head Strikes_Landed,R__Round5_Strikes_Clinch Leg Strikes_Attempts,R__Round5_Strikes_Clinch Leg Strikes_Landed,R__Round5_Strikes_Clinch Significant Kicks_Attempts,R__Round5_Strikes_Clinch Significant Kicks_Landed,R__Round5_Strikes_Clinch Significant Punches_Attempts,R__Round5_Strikes_Clinch Significant Punches_Landed,R__Round5_Strikes_Clinch Significant Strikes_Attempts,R__Round5_Strikes_Clinch Significant Strikes_Landed,R__Round5_Strikes_Clinch Total Strikes_Attempts,R__Round5_Strikes_Clinch Total Strikes_Landed,R__Round5_Strikes_Distance Body Kicks_Attempts,R__Round5_Strikes_Distance Body Kicks_Landed,R__Round5_Strikes_Distance Body Punches_Attempts,R__Round5_Strikes_Distance Body Punches_Landed,R__Round5_Strikes_Distance Body Strikes_Attempts,R__Round5_Strikes_Distance Body Strikes_Landed,R__Round5_Strikes_Distance Head Kicks_Attempts,R__Round5_Strikes_Distance Head Kicks_Landed,R__Round5_Strikes_Distance Head Punches_Attempts,R__Round5_Strikes_Distance Head Punches_Landed,R__Round5_Strikes_Total Strikes_Landed
32.0,175.0,"Peabody, Massachusetts United States",2330,"Coconut Creek, Florida United States",Charles Rosa,65.0,KO/TKO,red,0.0,2.0,0.0,10.0,4.0,29.0,14.0,29.0,14.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,28.0,13.0,0.0,0.0,0.0,0.0,109.0,22.0,0.0,0.0,25.0,17.0,162.0,52.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,25.0,17.0,124.0,31.0,139.0,42.0,0.0,0.0,0.0,,,25.0,17.0,25.0,17.0,0.0,0.0,178.0,62.0,193.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,170.0,"Tucson, Arizona United States",2603,"Phoenix, Arizona United States",Cortney Casey,52.0,DEC,blue,1.0,1.0,1.0,3.0,2.0,8.0,5.0,23.0,20.0,2.0,2.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,34.0,28.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,123.0,35.0,0.0,0.0,28.0,24.0,156.0,61.0,1.0,1.0,43.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,36.0,89.0,77.0,181.0,81.0,224.0,120.0,0.0,0.0,0.0,,,28.0,24.0,32.0,26.0,0.0,0.0,217.0,110.0,279.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,190.0,"St. Louis, Missouri USA",2364,"Cuba, Missouri USA",Jake Collier,93.0,DEC,red,0.0,2.0,1.0,8.0,3.0,36.0,25.0,39.0,28.0,8.0,4.0,17.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,11.0,40.0,23.0,0.0,0.0,0.0,0.0,28.0,21.0,0.0,0.0,0.0,0.0,104.0,30.0,0.0,0.0,13.0,9.0,145.0,60.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,19.0,13.0,129.0,40.0,144.0,52.0,0.0,0.0,1.0,,,14.0,10.0,21.0,16.0,0.0,0.0,179.0,75.0,204.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,167.0,"Nova Friburgo, Rio de Janeiro  Brazil",2887,"Toms River, New Jersey United States",Marlon Moraes,61.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,182.0,"Melbourne, Victoria Australia",2324,"Melbourne, Victoria Australia",Daniel Kelly,84.0,KO/TKO,red,0.0,0.0,1.0,9.0,6.0,6.0,4.0,28.0,26.0,2.0,2.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,40.0,34.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,192.0,59.0,0.0,0.0,8.0,7.0,203.0,67.0,1.0,1.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,54.0,45.0,228.0,85.0,260.0,112.0,0.0,0.0,0.0,,,8.0,7.0,9.0,8.0,0.0,0.0,242.0,96.0,297.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,165.0,"Quezon City, NCR Philippines ",2886,"Quezon City, NCR Philippines",Carls John De Tomas,56.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,167.0,Natal Brazil,1527,Rio de Janeiro Brazil,Renan Barao,61.0,DEC,red,0.0,1.0,0.0,4.0,0.0,47.0,19.0,49.0,21.0,13.0,10.0,22.0,8.0,0.0,0.0,3.0,3.0,5.0,1.0,35.0,18.0,41.0,24.0,8.0,3.0,4.0,1.0,34.0,9.0,5.0,0.0,64.0,20.0,205.0,49.0,5.0,5.0,37.0,31.0,276.0,89.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,20.0,18.0,6.0,2.0,30.0,22.0,233.0,59.0,258.0,80.0,21.0,11.0,2.0,3.0,3.0,37.0,31.0,37.0,31.0,93.0,40.0,317.0,109.0,347.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,175.0,Santiago Dominican Republic,2130,"Montreal, Quebec Canada",Alex Garcia,77.0,DEC,red,0.0,2.0,0.0,10.0,7.0,9.0,4.0,21.0,16.0,2.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,6.0,13.0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,49.0,13.0,107.0,28.0,1.0,0.0,1.0,1.0,112.0,30.0,3.0,1.0,16.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,19.0,9.0,54.0,36.0,131.0,39.0,155.0,56.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,57.0,19.0,142.0,45.0,179.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,170.0,Kagoshima Japan,2655,Osaka Japan,Teruto Ishihara,61.0,DEC,red,0.0,0.0,0.0,3.0,0.0,31.0,18.0,31.0,18.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,30.0,17.0,0.0,0.0,0.0,0.0,106.0,39.0,0.0,0.0,24.0,23.0,160.0,79.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,11.0,8.0,119.0,46.0,121.0,48.0,0.0,0.0,1.0,,,24.0,23.0,26.0,25.0,0.0,0.0,174.0,87.0,178.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,170.0,"Castanhal, Para Brazil",2183,"Castanhal, Para Brazil",Douglas Silva de Andrade,61.0,SUB,red,0.0,2.0,0.0,0.0,0.0,11.0,7.0,11.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,72.0,20.0,0.0,0.0,23.0,17.0,105.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,20.0,75.0,20.0,0.0,0.0,0.0,8.0,5.0,23.0,17.0,15.0,12.0,0.0,0.0,109.0,44.0,109.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,185.0,Chechen Republic Russia,2725,Grozny Russia,Abdul-Kerim Edilov,93.0,KO/TKO,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,177.0,"Manaus, Amazonas Brazil",915,"Manaus, Amazonas Brazil",Adriano Martins,70.0,KO/TKO,red,0.0,1.0,0.0,1.0,1.0,4.0,1.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,58.0,27.0,70.0,22.0,2.0,2.0,11.0,8.0,85.0,31.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,3.0,75.0,23.0,77.0,24.0,3.0,2.0,2.0,2.0,2.0,11.0,8.0,9.0,6.0,63.0,28.0,90.0,32.0,93.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,167.0,"Albuquerque, New Mexico United States",2311,"Alburquerque, New Mexico United States",Joby Sanchez,56.0,DEC,blue,0.0,1.0,1.0,0.0,0.0,22.0,16.0,23.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,8.0,5.0,2.0,1.0,1.0,22.0,16.0,0.0,0.0,12.0,3.0,124.0,26.0,0.0,0.0,4.0,2.0,150.0,44.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,10.0,9.0,131.0,32.0,134.0,35.0,5.0,2.0,1.0,,,4.0,2.0,11.0,9.0,20.0,10.0,157.0,50.0,168.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,172.0,Paranaque City Phillippines,2904,Paranaque City Philippines,Rolando Dy,65.0,DEC,red,0.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,3.0,2.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,20.0,1.0,0.0,0.0,0.0,,,3.0,2.0,3.0,2.0,0.0,0.0,25.0,5.0,25.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,193.0,"Corpus Christi, Texas United States",1843,"Omaha, Nebraska United States",Anthony Smith,93.0,KO/TKO,blue,1.0,1.0,1.0,0.0,0.0,21.0,15.0,25.0,19.0,3.0,3.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,16.0,13.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,77.0,31.0,0.0,0.0,15.0,13.0,110.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,11.0,88.0,40.0,97.0,47.0,0.0,0.0,0.0,,,15.0,13.0,16.0,14.0,0.0,0.0,124.0,68.0,138.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,162.0,"Tucson, Arizona United States",2217,"Albuquerque, New Mexico United States",Ray Borg,56.0,SUB,red,0.0,2.0,4.0,13.0,8.0,22.0,18.0,33.0,29.0,14.0,12.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,15.0,31.0,22.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,41.0,7.0,0.0,0.0,3.0,2.0,47.0,10.0,5.0,5.0,26.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,21.0,56.0,44.0,76.0,25.0,88.0,35.0,4.0,4.0,0.0,,,4.0,3.0,13.0,12.0,5.0,3.0,102.0,46.0,134.0,76.0,1.0,0.0,1.0,9.0,7.0,27.0,22.0,37.0,32.0,18.0,15.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,29.0,66.0,51.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,121.0
32.0,170.0,"Taubate, Sao Paulo Brazil",3012,"Taubate, Sao Paulo Brazil",Kalindra Faria,56.0,SUB,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,175.0,"San Jose, California United States",2070,"Yuma, Arizona United States",Kelvin Gastelum,84.0,KO/TKO,blue,0.0,7.0,1.0,4.0,2.0,29.0,15.0,44.0,29.0,7.0,5.0,11.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,18.0,11.0,43.0,34.0,2.0,2.0,0.0,0.0,22.0,10.0,2.0,1.0,60.0,18.0,264.0,108.0,4.0,4.0,26.0,23.0,312.0,141.0,0.0,0.0,40.0,32.0,0.0,0.0,0.0,0.0,13.0,11.0,40.0,32.0,70.0,55.0,315.0,146.0,352.0,175.0,13.0,10.0,3.0,2.0,2.0,26.0,23.0,27.0,24.0,85.0,41.0,370.0,184.0,425.0,230.0,0.0,3.0,0.0,1.0,0.0,9.0,5.0,9.0,5.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,77.0
30.0,167.0,"Anchorage, Alaska  United States",2866,"Las Vegas, Nevada United States",Gina Mazany,61.0,DEC,blue,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,165.0,Liaoning China,3010,Beijing China,Yan Xiaonan,52.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,190.0,Dagestan Russia,2424,Dagestan Russia,Shamil Abdurakhimov,106.0,KO/TKO,blue,0.0,0.0,1.0,14.0,2.0,8.0,4.0,21.0,17.0,5.0,3.0,19.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0,30.0,17.0,60.0,47.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,57.0,16.0,0.0,0.0,11.0,8.0,71.0,25.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,15.0,10.0,84.0,29.0,94.0,38.0,0.0,0.0,0.0,,,17.0,13.0,31.0,27.0,0.0,0.0,109.0,46.0,146.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,172.0,"Niteroi, Rio de Janeiro Brazil",3017,"Los Angeles, California United States",Sheymon Moraes,65.0,SUB,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,175.0,Santiago Dominican Republic,2130,"Montreal, Quebec Canada",Alex Garcia,77.0,SUB,blue,0.0,2.0,0.0,12.0,7.0,14.0,7.0,26.0,19.0,2.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,6.0,13.0,8.0,0.0,0.0,0.0,0.0,9.0,4.0,2.0,1.0,49.0,13.0,150.0,38.0,1.0,0.0,1.0,1.0,160.0,43.0,3.0,1.0,16.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,19.0,9.0,54.0,36.0,174.0,49.0,198.0,66.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,57.0,19.0,190.0,58.0,227.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,170.0,"Bhagur, Nashik, Maharashtra India",3026,"Mumbai, Maharashtra India",Bharat Kandare,61.0,SUB,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,180.0,"Milwaukee, Wisconsin United States",2826,"Milwaukee, Wisconsin United States",Zak Ottow,77.0,KO/TKO,red,0.0,0.0,0.0,1.0,1.0,16.0,7.0,19.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,19.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,65.0,21.0,0.0,0.0,13.0,13.0,93.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,66.0,22.0,87.0,42.0,0.0,0.0,0.0,,,13.0,13.0,13.0,13.0,0.0,0.0,95.0,42.0,119.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,177.0,"Miami, Florida United States",1755,"Miami, Florida United States",Alex Caceres,65.0,DEC,red,1.0,3.0,1.0,3.0,3.0,53.0,30.0,57.0,34.0,7.0,5.0,11.0,6.0,1.0,1.0,3.0,1.0,2.0,0.0,19.0,12.0,23.0,15.0,8.0,7.0,0.0,0.0,43.0,23.0,5.0,0.0,42.0,12.0,191.0,65.0,5.0,2.0,34.0,25.0,268.0,113.0,3.0,2.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,37.0,30.0,216.0,80.0,236.0,98.0,28.0,14.0,2.0,7.0,4.0,35.0,26.0,28.0,22.0,50.0,17.0,304.0,136.0,328.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,172.0,Paranaque City Phillippines,2904,Paranaque City Philippines,Rolando Dy,65.0,DEC,blue,0.0,2.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,4.0,3.0,25.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,5.0,24.0,3.0,27.0,6.0,0.0,0.0,0.0,,,4.0,3.0,4.0,3.0,0.0,0.0,31.0,9.0,34.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,182.0,"Mt. Clemens, Michigan United States",2855,"Detroit , Michigan United States",Bobby Nash,77.0,KO/TKO,red,0.0,0.0,2.0,4.0,2.0,8.0,3.0,15.0,10.0,2.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,65.0,13.0,0.0,0.0,11.0,9.0,82.0,24.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,28.0,23.0,74.0,18.0,95.0,35.0,0.0,0.0,1.0,,,11.0,9.0,11.0,9.0,0.0,0.0,93.0,30.0,121.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,190.0,Gansu Province China,3029,Beijing China,Hu Yaozong,109.0,SUB,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,175.0,"Campinas, Sao Paulo Brazil",2857,"Campinas, Sao Paulo Brazil",Ricardo Ramos,61.0,KO/TKO,blue,0.0,1.0,0.0,0.0,0.0,12.0,10.0,12.0,10.0,9.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,13.0,12.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,3.0,3.0,19.0,7.0,0.0,0.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,26.0,15.0,37.0,16.0,43.0,21.0,0.0,0.0,1.0,,,3.0,3.0,3.0,3.0,0.0,0.0,52.0,29.0,58.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,167.0,"Angels Camp, California USA",1905,"Denver, Colorado USA",TJ Dillashaw,61.0,KO/TKO,blue,0.0,2.0,2.0,6.0,2.0,45.0,30.0,64.0,49.0,5.0,3.0,27.0,14.0,1.0,1.0,0.0,0.0,5.0,5.0,33.0,18.0,73.0,55.0,4.0,3.0,6.0,3.0,40.0,27.0,7.0,3.0,93.0,32.0,305.0,62.0,12.0,11.0,35.0,29.0,380.0,118.0,0.0,0.0,22.0,8.0,0.0,0.0,0.0,0.0,23.0,17.0,22.0,8.0,56.0,40.0,354.0,84.0,391.0,118.0,23.0,17.0,1.0,3.0,3.0,36.0,30.0,51.0,43.0,131.0,61.0,435.0,144.0,509.0,213.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0
27.0,185.0,"Belo Horizonte, MG Brazil",2876,"Contagem, MG Brazil",Paulo Costa,84.0,KO/TKO,blue,0.0,2.0,0.0,1.0,0.0,25.0,21.0,31.0,27.0,13.0,11.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,28.0,19.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,42.0,18.0,0.0,0.0,2.0,2.0,56.0,30.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10.0,10.0,58.0,28.0,61.0,30.0,0.0,0.0,1.0,,,2.0,2.0,2.0,2.0,0.0,0.0,85.0,51.0,94.0,59.0,0.0,0.0,0.0,8.0,1.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,18.0,17.0,0.0,0.0,5.0,5.0,19.0,19.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,90.0,34.0,69.0
