B_Age,B_Height,B_HomeTown,B_ID,B_Location,B_Name,B_Weight,winby,winner,B__Round1_Grappling_Reversals_Landed,B__Round1_Grappling_Standups_Landed,B__Round1_Grappling_Submissions_Attempts,B__Round1_Grappling_Takedowns_Attempts,B__Round1_Grappling_Takedowns_Landed,B__Round1_Strikes_Body Significant Strikes_Attempts,B__Round1_Strikes_Body Significant Strikes_Landed,B__Round1_Strikes_Body Total Strikes_Attempts,B__Round1_Strikes_Body Total Strikes_Landed,B__Round1_Strikes_Clinch Body Strikes_Attempts,B__Round1_Strikes_Clinch Body Strikes_Landed,B__Round1_Strikes_Clinch Head Strikes_Attempts,B__Round1_Strikes_Clinch Head Strikes_Landed,B__Round1_Strikes_Clinch Leg Strikes_Attempts,B__Round1_Strikes_Clinch Leg Strikes_Landed,B__Round1_Strikes_Clinch Significant Kicks_Attempts,B__Round1_Strikes_Clinch Significant Kicks_Landed,B__Round1_Strikes_Clinch Significant Punches_Attempts,B__Round1_Strikes_Clinch Significant Punches_Landed,B__Round1_Strikes_Clinch Significant Strikes_Attempts,B__Round1_Strikes_Clinch Significant Strikes_Landed,B__Round1_Strikes_Clinch Total Strikes_Attempts,B__Round1_Strikes_Clinch Total Strikes_Landed,B__Round1_Strikes_Distance Body Kicks_Attempts,B__Round1_Strikes_Distance Body Kicks_Landed,B__Round1_Strikes_Distance Body Punches_Attempts,B__Round1_Strikes_Distance Body Punches_Landed,B__Round1_Strikes_Distance Body Strikes_Attempts,B__Round1_Strikes_Distance Body Strikes_Landed,B__Round1_Strikes_Distance Head Kicks_Attempts,B__Round1_Strikes_Distance Head Kicks_Landed,B__Round1_Strikes_Distance Head Punches_Attempts,B__Round1_Strikes_Distance Head Punches_Landed,B__Round1_Strikes_Distance Head Strikes_Attempts,B__Round1_Strikes_Distance Head Strikes_Landed,B__Round1_Strikes_Distance Leg Kicks_Attempts,B__Round1_Strikes_Distance Leg Kicks_Landed,B__Round1_Strikes_Distance Leg Strikes_Attempts,B__Round1_Strikes_Distance Leg Strikes_Landed,B__Round1_Strikes_Distance Strikes_Attempts,B__Round1_Strikes_Distance Strikes_Landed,B__Round1_Strikes_Ground Body Strikes_Attempts,B__Round1_Strikes_Ground Body Strikes_Landed,B__Round1_Strikes_Ground Head Strikes_Attempts,B__Round1_Strikes_Ground Head Strikes_Landed,B__Round1_Strikes_Ground Leg Strikes_Attempts,B__Round1_Strikes_Ground Leg Strikes_Landed,B__Round1_Strikes_Ground Significant Kicks_Attempts,B__Round1_Strikes_Ground Significant Kicks_Landed,B__Round1_Strikes_Ground Significant Punches_Attempts,B__Round1_Strikes_Ground Significant Punches_Landed,B__Round1_Strikes_Ground Significant Strikes_Attempts,B__Round1_Strikes_Ground Significant Strikes_Landed,B__Round1_Strikes_Ground Total Strikes_Attempts,B__Round1_Strikes_Ground Total Strikes_Landed,B__Round1_Strikes_Head Significant Strikes_Attempts,B__Round1_Strikes_Head Significant Strikes_Landed,B__Round1_Strikes_Head Total Strikes_Attempts,B__Round1_Strikes_Head Total Strikes_Landed,B__Round1_Strikes_Kicks_Attempts,B__Round1_Strikes_Kicks_Landed,B__Round1_Strikes_Knock Down_Landed,B__Round1_Strikes_Leg Total Strikes_Attempts,B__Round1_Strikes_Leg Total Strikes_Landed,B__Round1_Strikes_Legs Significant Strikes_Attempts,B__Round1_Strikes_Legs Significant Strikes_Landed,B__Round1_Strikes_Legs Total Strikes_Attempts,B__Round1_Strikes_Legs Total Strikes_Landed,B__Round1_Strikes_Punches_Attempts,B__Round1_Strikes_Punches_Landed,B__Round1_Strikes_Significant Strikes_Attempts,B__Round1_Strikes_Significant Strikes_Landed,B__Round1_Strikes_Total Strikes_Attempts,B__Round1_Strikes_Total Strikes_Landed,R__Round5_Grappling_Reversals_Landed,R__Round5_Grappling_Standups_Landed,R__Round5_Grappling_Submissions_Attempts,R__Round5_Grappling_Takedowns_Attempts,R__Round5_Grappling_Takedowns_Landed,R__Round5_Strikes_Body Significant Strikes_Attempts,R__Round5_Strikes_Body Significant Strikes_Landed,R__Round5_Strikes_Body Total Strikes_Attempts,R__Round5_Strikes_Body Total Strikes_Landed,R__Round5_Strikes_Clinch Body Strikes_Attempts,R__Round5_Strikes_Clinch Body Strikes_Landed,R__Round5_Strikes_Clinch Head Strikes_Attempts,R__Round5_Strikes_Clinch Head Strikes_Landed,R__Round5_Strikes_Clinch Leg Strikes_Attempts,R__Round5_Strikes_Clinch Leg Strikes_Landed,R__Round5_Strikes_Clinch Significant Kicks_Attempts,R__Round5_Strikes_Clinch Significant Kicks_Landed,R__Round5_Strikes_Clinch Significant Punches_Attempts,R__Round5_Strikes_Clinch Significant Punches_Landed,R__Round5_Strikes_Clinch Significant Strikes_Attempts,R__Round5_Strikes_Clinch Significant Strikes_Landed,R__Round5_Strikes_Clinch Total Strikes_Attempts,R__Round5_Strikes_Clinch Total Strikes_Landed,R__Round5_Strikes_Distance Body Kicks_Attempts,R__Round5_Strikes_Distance Body Kicks_Landed,R__Round5_Strikes_Distance Body Punches_Attempts,R__Round5_Strikes_Distance Body Punches_Landed,R__Round5_Strikes_Distance Body Strikes_Attempts,R__Round5_Strikes_Distance Body Strikes_Landed,R__Round5_Strikes_Distance Head Kicks_Attempts,R__Round5_Strikes_Distance Head Kicks_Landed,R__Round5_Strikes_Distance Head Punches_Attempts,R__Round5_Strikes_Distance Head Punches_Landed,R__Round5_Strikes_Total Strikes_Landed
35.0,175.0,"New Orleans, LA USA",501,"Coconut Creek, FL USA",Melvin Guillard,70.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,187.0,"Doylestown, Pennsylvania United States",1694,"Boca Raton, Florida United States",Patrick Cummins,93.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,175.0,"Santa Ana, California USA",2041,"Glendale, Arizona USA",Yaotzin Meza,65.0,DEC,no contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,175.0,Fauldhouse Scotland,2128,Glasgow Scotland,Rob Whiteford,65.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,177.0,"Hollidaysburg, PA USA",1478,"Whippany, NJ USA",Charlie Brenneman,70.0,KO/TKO,red,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,9.0,5.0,11.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,180.0,Bushmills Northern Ireland,2036,Bushmills Northern Ireland,Norman Parke,70.0,,draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,185.0,"Toronto, Ontario Canada",2224,"Toronto, Ontario Canada",Elias Theodorou,84.0,KO/TKO,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,185.0,"Lindenhurst, New York United States",2055,"Farmingdale, New York United States",Ryan LaFlare,77.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,182.0,Belo Horizonte Brazil,1594,"New York City, New York United States",Rafael Natal,84.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,172.0,"Goldendale, Washington United States",1184,"Las Vegas, Nevada United States",Bryan Caraway,61.0,SUB,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,175.0,"Des Moines, Iowa United States",545,"San Diego, California United States",Jeremy Stephens,65.0,DEC,red,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,23.0,10.0,22.0,3.0,8.0,8.0,8.0,4.0,33.0,10.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,3.0,2.0,25.0,5.0,25.0,5.0,10.0,10.0,0.0,8.0,4.0,8.0,4.0,,,29.0,15.0,36.0,12.0,36.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,182.0,"Montego Bay, Jamaica West Indies",2286,"Uniondale, New York USA",Eddie Gordon,84.0,KO/TKO,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,177.0,"Miami, Florida United States",1755,"Miami, Florida United States",Alex Caceres,65.0,SUB,red,0.0,0.0,0.0,0.0,0.0,16.0,4.0,16.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,8.0,7.0,0.0,0.0,15.0,3.0,5.0,0.0,41.0,12.0,42.0,8.0,4.0,1.0,7.0,4.0,64.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,8.0,42.0,8.0,19.0,9.0,0.0,7.0,4.0,7.0,4.0,,,43.0,12.0,65.0,16.0,65.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,190.0,"Vancouver, Washington United States",1810,"Tukwila, Washington United States",Trevor Smith,84.0,DEC,blue,0.0,1.0,1.0,2.0,1.0,7.0,5.0,7.0,5.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,8.0,7.0,26.0,12.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,14.0,10.0,26.0,9.0,30.0,13.0,0.0,0.0,0.0,7.0,7.0,9.0,8.0,2.0,1.0,0.0,0.0,42.0,22.0,46.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,170.0,"Sioux Falls, South Dakota USA",1401,"Venice, California USA",Shayna Baszler,61.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,177.0,"Manaus, Amazonas Brazil",915,"Manaus, Amazonas Brazil",Adriano Martins,70.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,170.0,Port au Prince Haiti,1060,"Montreal, Quebec Canada",Yves Jabouin,61.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,190.0,Donetsk Ukraine,2076,Donetsk Ukraine,Nikita Krylov,93.0,KO/TKO,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,177.0,"Miami, FL USA",2028,"Miami, FL USA",Mike Rio,70.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,167.0,"Milwaukee, Wisconsin United States",2118,"Milwaukee, Wisconsin United States",Sergio Pettis,56.0,SUB,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,185.0,"Waterloo, Iowa USA",2173,"Milwaukee, Wisconsin USA",Mike Rhodes,77.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,180.0,"San Diego, California United States ",471,"Coconut Creek, Florida United States ",Robbie Lawler,77.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,185.0,"Anaheim, California United States",2204,"Corona, California United States",Sean Strickland,77.0,SUB,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,175.0,Matanzas Cuba,768,"Matanzas, Cuba United States",Hector Lombard,84.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,177.0,"Hazel Park, Michigan United States",1974,"San Diego, California United States",Myles Jury,65.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,175.0,Santiago Dominican Republic,2130,"Montreal, Quebec Canada",Alex Garcia,77.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,175.0,"St. Louis, Missouri United States",1386,"St. Louis, Missouri United States",Tyron Woodley,77.0,KO/TKO,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,170.0,"Spartanburg, South Carolina United States",2126,"Spartanburg, South Carolina United States",Justin Scoggins,61.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,177.0,"Tacoma, WA USA",669,"Vancouver, Washington USA",Rick Story,77.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,175.0,"Kingston, Pennsylvania USA",1859,"Swoyersville, Pennsylvania USA",Jimy Hettes,65.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,157.0,"Umuarama, Parana Brazil",2079,"Niteroi, Rio de Janeiro Brazil",Jessica Andrade,52.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,175.0,Mexico City Mexico,2175,"McAllen, Texas USA",Francisco Trevino,70.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,190.0,Donetsk Ukraine,2076,Donetsk Ukraine,Nikita Krylov,93.0,SUB,red,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,5.0,11.0,8.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,9.0,5.0,9.0,5.0,0.0,0.0,1.0,,,6.0,5.0,6.0,5.0,0.0,0.0,16.0,11.0,16.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,185.0,"Brighton, Sussex England",637,"Brighton, Sussex England",John Hathaway,77.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,182.0,"El Paso, Texas USA",1850,"Baton Rouge, Louisiana USA",Shawn Jordan,118.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,167.0,La Paz El Salvador,476,"Montreal, Quebec Canada",Ivan Menjivar,65.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,175.0,Seoul South Korea,2169,Seoul South Korea,Yui Chul Nam,65.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,167.0,Birmingham England,1882,Birmingham England,Vaughan Lee,61.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2179,,Lipeng Zhang,,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,182.0,Inner Mongolia China,2188,Xi'an China,An Ying Wang,77.0,KO/TKO,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,172.0,Baguio City Philippines,2190,Baguio City Philippines,Mark Eddiva,65.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,187.0,"Sobralia, Minas Gerais Brazil",1968,"Danbury, Connecticut United States",Glover Teixeira,93.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,180.0,"Federal Way, Washington United States ",2119,"Sacramento, California United States ",Andre Fili,65.0,SUB,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,170.0,"Wichita, Kansas United States",1970,"Lee's Summit, Missouri United States",Tim Elliott,56.0,SUB,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,165.0,"Campina Grande, Paraiba Brazil",2133,"Campina Grande, Paraiba Brazil",Bethe Correia,61.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,182.0,"Lincolnville, Maine United States",435,"Sunbury, Pennsylvania United States",Tim Boetsch,84.0,SUB,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,187.0,"Dublin, Georgia United States",516,"Boca Raton, Florida United States",Anthony Johnson,93.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,177.0,"Makaha, Hawaii United States",1481,"Makaha, Hawaii United States",Yancy Medeiros,77.0,SUB,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,172.0,"Ann Arbor, Michigan USA",1824,"Albuquerque, New Mexico USA",Isaac Vallie-Flagg,70.0,DEC,red,0.0,2.0,0.0,0.0,0.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,24.0,5.0,0.0,0.0,1.0,1.0,28.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0,6.0,26.0,7.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,,,0.0,0.0,33.0,11.0,36.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,172.0,"Miami, Florida United States",2219,"Homestead, Florida United States",Patrick Williams,61.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,177.0,Dagestan Russia,1919,Dagestan Russia,Khabib Nurmagomedov,70.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,200.0,"Honolulu, Hawaii United States",1515,"San Diego, California United States",Travis Browne,115.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,167.0,"Lafayette, Louisiana United States",1618,"San Diego, California United States",Liz Carmouche,56.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,180.0,Rio de Janeiro Brazil,1657,"Nova Friburgo, Rio de Janeiro Brazil",Edson Barboza,70.0,SUB,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,182.0,Pinar del Rio Cuba,1866,"Coconut Creek, Florida United States",Yoel Romero,84.0,DEC,blue,0.0,2.0,0.0,2.0,0.0,7.0,4.0,7.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,3.0,3.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,9.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,,,0.0,0.0,19.0,11.0,19.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,182.0,"Salem, OR USA",197,"Portland, OR USA",Pat Healy,70.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,187.0,"Defiance, OH USA",2218,"Columbus, OH USA",Luke Zachrich,84.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,190.0,"Kauai, Hawaii USA",1547,"Apache Junction, Arizona USA",Seth Baczynski,77.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,182.0,Rio de Janeiro Brazil,2203,Rio de Janeiro Brazil,Hernani Perpetuo,77.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
